order_id,order_date,year,month,country,state,sales_channel,customer_age_group,customer_gender,product_category,sub_category,product_name,brand,order_quantity,unit_cost,unit_price,discount_pct,discount_amount,revenue,cost,profit,rating,quality_score,stock_status
ORD-00772,2024-12-08,2024,12,United Kingdom,England,Retail Partner,25-34,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1268.81,0.2,1015.05,4060.19,3040,1020.19,4.4,91,Low Stock
ORD-00773,2025-09-06,2025,9,France,Occitanie,Retail Partner,18-24,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1158.51,0.15,695.11,3938.93,3040,898.93,5,91,In Stock
ORD-00774,2024-03-04,2024,3,Germany,Bavaria,Amazon,55+,Male,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,5,310,552.37,0.2,552.37,2209.48,1550,659.48,3.9,82,In Stock
ORD-00775,2024-10-28,2024,10,Germany,Hesse,Company Website,45-54,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,5,760,1175.39,0.1,587.7,5289.25,3800,1489.25,4.2,91,In Stock
ORD-00776,2025-09-27,2025,9,France,Ile-de-France,Amazon,18-24,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,1,280,507.6,0.1,50.76,456.84,280,176.84,3.7,79,In Stock
ORD-00777,2025-09-01,2025,9,Australia,New South Wales,Retail Partner,45-54,Male,Accessories,Lights,NightBeam Light Set,Apex,5,12,37.69,0.15,28.27,160.18,60,100.18,3.8,81,In Stock
ORD-00778,2024-09-05,2024,9,Canada,Ontario,Retail Partner,35-44,Female,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,2,420,717.17,0.05,71.72,1362.62,840,522.62,4.2,86,In Stock
ORD-00779,2025-08-20,2025,8,France,Ile-de-France,Retail Partner,25-34,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,1027.4,0.05,205.48,3904.12,2560,1344.12,4.2,89,In Stock
ORD-00780,2024-08-31,2024,8,France,Provence-Alpes-Cote d'Azur,Amazon,18-24,Female,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,4,420,681.81,0.05,136.36,2590.88,1680,910.88,4.8,86,In Stock
ORD-00781,2024-07-12,2024,7,Australia,Victoria,Company Website,45-54,Female,Accessories,Bottles,HydroBottle,Guardian,9,5,19.76,0.15,26.68,151.16,45,106.16,4.0,76,In Stock
ORD-00782,2024-06-15,2024,6,United States,Florida,Retail Partner,25-34,Female,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,4,420,747.65,0,0.0,2990.6,1680,1310.6,3.9,86,In Stock
ORD-00783,2025-09-30,2025,9,Canada,British Columbia,Amazon,35-44,Male,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,3,1200,2108.84,0.05,316.33,6010.19,3600,2410.19,4.5,95,Low Stock
ORD-00784,2024-03-16,2024,3,United Kingdom,England,Retail Partner,35-44,Male,Accessories,Helmets,SafeRide Helmet,Apex,3,22,58.28,0,0.0,174.84,66,108.84,4.5,88,In Stock
ORD-00785,2024-01-31,2024,1,Canada,British Columbia,Amazon,25-34,Male,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,2,310,584.74,0,0.0,1169.48,620,549.48,4.0,82,In Stock
ORD-00786,2024-06-29,2024,6,United Kingdom,England,Company Website,25-34,Female,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,2,420,723.56,0.1,144.71,1302.41,840,462.41,4.0,86,Low Stock
ORD-00787,2025-04-12,2025,4,Canada,Quebec,Amazon,18-24,Male,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,537.43,0.15,161.23,913.63,560,353.63,4.4,79,Low Stock
ORD-00788,2024-05-13,2024,5,Canada,British Columbia,Retail Partner,25-34,Male,Accessories,Helmets,SafeRide Helmet,Apex,8,22,58.92,0.2,94.27,377.09,176,201.09,4.3,88,In Stock
ORD-00789,2025-09-22,2025,9,France,Ile-de-France,Retail Partner,55+,Female,Accessories,Helmets,SafeRide Helmet,Apex,6,22,58.56,0,0.0,351.36,132,219.36,4.7,88,Low Stock
ORD-00790,2024-08-02,2024,8,Australia,New South Wales,Retail Partner,55+,Female,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,3,1200,1915.91,0.15,862.16,4885.57,3600,1285.57,4.8,95,In Stock
ORD-00791,2025-05-25,2025,5,France,Occitanie,Company Website,55+,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,3,640,997.61,0.2,598.57,2394.26,1920,474.26,4.3,89,In Stock
ORD-00792,2025-10-15,2025,10,France,Provence-Alpes-Cote d'Azur,Amazon,45-54,Male,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,2,420,745.37,0,0.0,1490.74,840,650.74,3.8,86,In Stock
ORD-00793,2024-11-09,2024,11,Germany,Hesse,Company Website,25-34,Other,Accessories,Lights,NightBeam Light Set,Apex,4,12,39.84,0.2,31.87,127.49,48,79.49,4.1,81,In Stock
ORD-00794,2024-02-12,2024,2,Germany,Hamburg,Company Website,35-44,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,2,900,1508.33,0.1,301.67,2714.99,1800,914.99,4.7,93,In Stock
ORD-00795,2025-01-26,2025,1,United States,Texas,Retail Partner,55+,Other,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,1,1200,2066.76,0.05,103.34,1963.42,1200,763.42,4.6,95,Low Stock
ORD-00796,2024-03-21,2024,3,United Kingdom,England,Company Website,25-34,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,1,760,1195.2,0,0.0,1195.2,760,435.2,4.6,91,In Stock
ORD-00797,2024-12-03,2024,12,United Kingdom,Scotland,Retail Partner,55+,Female,Accessories,Bottles,HydroBottle,Guardian,12,5,19.79,0.15,35.62,201.86,60,141.86,4.7,76,Low Stock
ORD-00798,2024-01-09,2024,1,United Kingdom,Scotland,Amazon,45-54,Other,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,4,280,527.36,0.1,210.94,1898.5,1120,778.5,3.9,79,Low Stock
ORD-00799,2025-06-08,2025,6,Canada,Alberta,Company Website,45-54,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,2,590,941.6,0.2,376.64,1506.56,1180,326.56,3.8,84,Low Stock
ORD-00800,2024-03-28,2024,3,United Kingdom,England,Retail Partner,18-24,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1464.89,0.1,439.47,3955.2,2700,1255.2,4.6,93,In Stock
ORD-00801,2024-05-22,2024,5,France,Ile-de-France,Retail Partner,45-54,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,579.39,0.1,57.94,521.45,310,211.45,4.1,82,In Stock
ORD-00802,2025-07-04,2025,7,United Kingdom,Scotland,Amazon,35-44,Other,Accessories,Lights,NightBeam Light Set,Apex,2,12,41.03,0.15,12.31,69.75,24,45.75,3.8,81,Low Stock
ORD-00803,2025-10-06,2025,10,France,Provence-Alpes-Cote d'Azur,Amazon,35-44,Other,Accessories,Lights,NightBeam Light Set,Apex,8,12,38.09,0.1,30.47,274.25,96,178.25,3.8,81,In Stock
ORD-00804,2025-04-07,2025,4,Australia,Victoria,Retail Partner,55+,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,2,760,1244.24,0,0.0,2488.48,1520,968.48,4.7,91,In Stock
ORD-00805,2024-01-28,2024,1,Canada,British Columbia,Company Website,55+,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1171.14,0.05,234.23,4450.33,3040,1410.33,4.4,91,In Stock
ORD-00806,2024-06-24,2024,6,United Kingdom,Scotland,Retail Partner,18-24,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,1,900,1449.22,0,0.0,1449.22,900,549.22,4.9,93,In Stock
ORD-00807,2024-07-30,2024,7,Canada,British Columbia,Amazon,55+,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,4,310,569.0,0.2,455.2,1820.8,1240,580.8,4.2,82,In Stock
ORD-00808,2025-12-02,2025,12,Germany,Hamburg,Amazon,55+,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,1,590,861.53,0.25,215.38,646.15,590,56.15,4.4,84,In Stock
ORD-00809,2025-08-05,2025,8,Germany,Hesse,Retail Partner,35-44,Female,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,3,1200,2090.65,0,0.0,6271.95,3600,2671.95,4.6,95,In Stock
ORD-00810,2025-09-19,2025,9,Canada,Alberta,Retail Partner,25-34,Other,Road Bikes,Endurance Road,EnduroRide 250,Velocity,2,590,939.74,0.15,281.92,1597.56,1180,417.56,4.6,84,In Stock
ORD-00811,2025-08-05,2025,8,United States,Florida,Retail Partner,18-24,Other,Accessories,Bottles,HydroBottle,Guardian,2,5,20.24,0,0.0,40.48,10,30.48,4.1,76,In Stock
ORD-00812,2024-08-10,2024,8,Germany,Hesse,Company Website,45-54,Female,Accessories,Helmets,SafeRide Helmet,Apex,3,22,56.64,0.05,8.5,161.42,66,95.42,4.7,88,In Stock
ORD-00813,2024-06-17,2024,6,United Kingdom,England,Company Website,45-54,Male,Accessories,Helmets,SafeRide Helmet,Apex,2,22,56.25,0.1,11.25,101.25,44,57.25,4.1,88,In Stock
ORD-00814,2025-02-10,2025,2,United States,California,Retail Partner,45-54,Female,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,587.01,0.2,117.4,469.61,310,159.61,3.7,82,In Stock
ORD-00815,2025-04-17,2025,4,United States,California,Amazon,25-34,Male,Accessories,Helmets,SafeRide Helmet,Apex,12,22,61.52,0,0.0,738.24,264,474.24,4.0,88,In Stock
ORD-00816,2025-09-13,2025,9,United States,Texas,Retail Partner,18-24,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,574.47,0.15,86.17,488.3,310,178.3,4.1,82,In Stock
ORD-00817,2024-10-06,2024,10,Canada,Alberta,Amazon,55+,Other,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,520.39,0,0.0,1040.78,560,480.78,4.1,79,In Stock
ORD-00818,2025-11-09,2025,11,Australia,Queensland,Amazon,45-54,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1208.25,0.2,966.6,3866.4,3040,826.4,4.3,91,In Stock
ORD-00819,2024-09-12,2024,9,United Kingdom,England,Retail Partner,18-24,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,1,590,903.33,0,0.0,903.33,590,313.33,4.3,84,In Stock
ORD-00820,2024-04-08,2024,4,Australia,New South Wales,Company Website,35-44,Other,Accessories,Bottles,HydroBottle,Guardian,4,5,19.08,0,0.0,76.32,20,56.32,3.8,76,In Stock
ORD-00821,2025-10-03,2025,10,Canada,British Columbia,Company Website,35-44,Male,Accessories,Helmets,SafeRide Helmet,Apex,8,22,56.98,0.1,45.58,410.26,176,234.26,4.4,88,In Stock
ORD-00822,2025-02-02,2025,2,Canada,Alberta,Company Website,18-24,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,1,590,949.31,0.2,189.86,759.45,590,169.45,4.3,84,In Stock
ORD-00823,2024-08-11,2024,8,Germany,Hamburg,Company Website,18-24,Other,Accessories,Lights,NightBeam Light Set,Apex,9,12,40.66,0,0.0,365.94,108,257.94,4.1,81,In Stock
ORD-00824,2024-11-28,2024,11,Australia,Queensland,Retail Partner,35-44,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1488.76,0.15,669.94,3796.34,2700,1096.34,4.1,93,In Stock
ORD-00825,2025-05-08,2025,5,United States,New York,Retail Partner,18-24,Male,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,5,420,704.84,0.15,528.63,2995.57,2100,895.57,3.8,86,In Stock
ORD-00826,2024-01-22,2024,1,France,Ile-de-France,Amazon,18-24,Male,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,2,310,552.13,0.2,220.85,883.41,620,263.41,4.0,82,In Stock
ORD-00827,2025-01-18,2025,1,Germany,Hamburg,Company Website,35-44,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,2,590,877.94,0.1,175.59,1580.29,1180,400.29,4.7,84,In Stock
ORD-00828,2024-10-11,2024,10,United Kingdom,Wales,Amazon,25-34,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,5,420,722.94,0.1,361.47,3253.23,2100,1153.23,4.3,86,In Stock
ORD-00829,2024-12-05,2024,12,United Kingdom,England,Retail Partner,35-44,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,5,590,947.72,0.15,710.79,4027.81,2950,1077.81,4.0,84,Low Stock
ORD-00830,2025-03-28,2025,3,Australia,New South Wales,Amazon,25-34,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1287.7,0,0.0,5150.8,3040,2110.8,4.3,91,In Stock
ORD-00831,2024-04-03,2024,4,Canada,British Columbia,Company Website,25-34,Other,Road Bikes,Endurance Road,EnduroRide 250,Velocity,5,590,903.86,0,0.0,4519.3,2950,1569.3,4.0,84,In Stock
ORD-00832,2024-09-11,2024,9,United Kingdom,Scotland,Company Website,18-24,Female,Accessories,Lights,NightBeam Light Set,Apex,9,12,38.07,0.2,68.53,274.1,108,166.1,4.0,81,Low Stock
ORD-00833,2025-02-11,2025,2,Germany,Berlin,Company Website,18-24,Female,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,2,1200,2030.36,0.1,406.07,3654.65,2400,1254.65,4.7,95,Low Stock
ORD-00834,2025-03-13,2025,3,United States,New York,Company Website,45-54,Female,Accessories,Lights,NightBeam Light Set,Apex,10,12,39.85,0,0.0,398.5,120,278.5,3.6,81,In Stock
ORD-00835,2025-04-09,2025,4,United Kingdom,Scotland,Amazon,18-24,Male,Accessories,Helmets,SafeRide Helmet,Apex,11,22,56.6,0.1,62.26,560.34,242,318.34,4.5,88,In Stock
ORD-00836,2025-05-27,2025,5,Australia,Queensland,Retail Partner,35-44,Female,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,4,280,534.1,0.1,213.64,1922.76,1120,802.76,4.1,79,Low Stock
ORD-00837,2025-05-16,2025,5,United Kingdom,Wales,Amazon,25-34,Female,Accessories,Lights,NightBeam Light Set,Apex,3,12,41.54,0.1,12.46,112.16,36,76.16,4.1,81,Low Stock
ORD-00838,2024-09-18,2024,9,Australia,Victoria,Retail Partner,45-54,Female,Accessories,Helmets,SafeRide Helmet,Apex,9,22,61.33,0.2,110.39,441.58,198,243.58,4.3,88,In Stock
ORD-00839,2024-09-09,2024,9,Canada,Alberta,Retail Partner,45-54,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,3,420,728.26,0.2,436.96,1747.82,1260,487.82,4.6,86,In Stock
ORD-00840,2024-05-30,2024,5,United Kingdom,England,Amazon,45-54,Female,Accessories,Lights,NightBeam Light Set,Apex,11,12,41.32,0.2,90.9,363.62,132,231.62,4.1,81,In Stock
ORD-00841,2025-12-24,2025,12,France,Ile-de-France,Retail Partner,45-54,Other,Accessories,Helmets,SafeRide Helmet,Apex,5,22,62.41,0.15,46.81,265.24,110,155.24,4.3,88,Out of Stock
ORD-00842,2024-11-11,2024,11,Australia,Victoria,Amazon,45-54,Other,Accessories,Bottles,HydroBottle,Guardian,3,5,20.06,0.2,12.04,48.14,15,33.14,4.0,76,In Stock
ORD-00843,2024-11-11,2024,11,United States,Texas,Company Website,25-34,Male,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,1,1200,2100.12,0.1,210.01,1890.11,1200,690.11,4.5,95,In Stock
ORD-00844,2025-01-18,2025,1,Canada,British Columbia,Retail Partner,25-34,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,4,590,912.79,0,0.0,3651.16,2360,1291.16,4.2,84,In Stock
ORD-00845,2024-07-24,2024,7,United States,Texas,Amazon,35-44,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,3,590,905.56,0.1,271.67,2445.01,1770,675.01,4.2,84,In Stock
ORD-00846,2025-01-21,2025,1,United States,New York,Retail Partner,18-24,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,3,760,1230.33,0,0.0,3690.99,2280,1410.99,4.4,91,In Stock
ORD-00847,2024-03-03,2024,3,United Kingdom,England,Company Website,45-54,Female,Accessories,Locks,SecureLock Pro,Guardian,11,18,47.17,0,0.0,518.87,198,320.87,4.1,85,In Stock
ORD-00848,2024-12-11,2024,12,France,Occitanie,Company Website,45-54,Female,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,3,280,538.88,0.2,323.33,1293.31,840,453.31,3.9,79,Low Stock
ORD-00849,2025-09-17,2025,9,United States,New York,Amazon,18-24,Other,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,1,280,503.69,0,0.0,503.69,280,223.69,3.8,79,Low Stock
ORD-00850,2024-05-05,2024,5,France,Occitanie,Company Website,55+,Female,Accessories,Bottles,HydroBottle,Guardian,5,5,19.17,0.05,4.79,91.06,25,66.06,3.4,76,In Stock
ORD-00851,2025-11-07,2025,11,Canada,Ontario,Amazon,55+,Female,Accessories,Locks,SecureLock Pro,Guardian,7,18,52.11,0.2,72.95,291.82,126,165.82,4.5,85,In Stock
ORD-00852,2025-02-13,2025,2,Australia,Queensland,Company Website,18-24,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,3,760,1285.43,0.1,385.63,3470.66,2280,1190.66,4.4,91,Low Stock
ORD-00853,2025-01-29,2025,1,United Kingdom,Wales,Company Website,18-24,Female,Road Bikes,Endurance Road,EnduroRide 250,Velocity,2,590,956.46,0.15,286.94,1625.98,1180,445.98,4.2,84,In Stock
ORD-00854,2025-11-20,2025,11,France,Occitanie,Amazon,25-34,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,1035.11,0.25,1035.11,3105.33,2560,545.33,4.0,89,In Stock
ORD-00855,2025-12-17,2025,12,United States,California,Retail Partner,35-44,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1605.08,0.15,722.29,4092.95,2700,1392.95,4.5,93,In Stock
ORD-00856,2025-05-02,2025,5,Australia,New South Wales,Retail Partner,35-44,Male,Accessories,Locks,SecureLock Pro,Guardian,4,18,50.59,0.15,30.35,172.01,72,100.01,4.3,85,In Stock
ORD-00857,2025-08-12,2025,8,France,Ile-de-France,Retail Partner,45-54,Male,Accessories,Locks,SecureLock Pro,Guardian,7,18,52.35,0.1,36.65,329.8,126,203.8,4.1,85,In Stock
ORD-00858,2024-08-16,2024,8,United Kingdom,England,Amazon,18-24,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,527.91,0,0.0,527.91,310,217.91,3.6,82,Low Stock
ORD-00859,2025-01-11,2025,1,Canada,Quebec,Company Website,35-44,Female,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1424.38,0.2,854.63,3418.51,2700,718.51,4.9,93,Low Stock
ORD-00860,2025-11-26,2025,11,Canada,British Columbia,Company Website,25-34,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1188.29,0.25,1188.29,3564.87,3040,524.87,4.6,91,Low Stock
ORD-00861,2025-11-27,2025,11,Germany,Berlin,Retail Partner,55+,Female,Accessories,Lights,NightBeam Light Set,Apex,6,12,40.09,0.1,24.05,216.49,72,144.49,3.7,81,In Stock
ORD-00862,2025-10-08,2025,10,Canada,Alberta,Retail Partner,25-34,Other,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,4,310,591.57,0,0.0,2366.28,1240,1126.28,4.7,82,In Stock
ORD-00863,2024-08-18,2024,8,Australia,Queensland,Amazon,18-24,Other,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,2,420,730.15,0.1,146.03,1314.27,840,474.27,4.1,86,Low Stock
ORD-00864,2025-02-05,2025,2,United Kingdom,Scotland,Retail Partner,35-44,Female,Accessories,Locks,SecureLock Pro,Guardian,9,18,51.38,0.05,23.12,439.3,162,277.3,4.5,85,In Stock
ORD-00865,2025-12-14,2025,12,Canada,Alberta,Amazon,45-54,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,2,760,1271.51,0.1,254.3,2288.72,1520,768.72,4.4,91,In Stock
ORD-00866,2025-05-09,2025,5,United Kingdom,England,Company Website,55+,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,2,590,876.92,0.2,350.77,1403.07,1180,223.07,3.8,84,In Stock
ORD-00867,2025-11-25,2025,11,Canada,Alberta,Retail Partner,35-44,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,3,900,1442.77,0.1,432.83,3895.48,2700,1195.48,4.8,93,In Stock
ORD-00868,2025-03-20,2025,3,Canada,Alberta,Retail Partner,55+,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,1,590,882.2,0,0.0,882.2,590,292.2,4.1,84,In Stock
ORD-00869,2025-10-30,2025,10,Australia,Victoria,Retail Partner,45-54,Female,Accessories,Bottles,HydroBottle,Guardian,12,5,18.27,0.2,43.85,175.39,60,115.39,3.4,76,In Stock
ORD-00870,2024-01-12,2024,1,United States,California,Amazon,18-24,Other,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,1,760,1239.03,0.1,123.9,1115.13,760,355.13,4.6,91,Low Stock
ORD-00871,2025-08-09,2025,8,France,Occitanie,Retail Partner,25-34,Male,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,534.47,0.15,80.17,454.3,310,144.3,3.6,82,In Stock
ORD-00872,2024-11-29,2024,11,United States,Washington,Retail Partner,45-54,Male,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,1000.19,0.1,400.08,3600.68,2560,1040.68,4.4,89,Low Stock
ORD-00873,2025-06-15,2025,6,France,Provence-Alpes-Cote d'Azur,Retail Partner,25-34,Male,Accessories,Bottles,HydroBottle,Guardian,12,5,19.91,0,0.0,238.92,60,178.92,3.9,76,In Stock
ORD-00874,2025-07-22,2025,7,Germany,Hamburg,Amazon,55+,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,1,760,1228.69,0,0.0,1228.69,760,468.69,4.9,91,In Stock
ORD-00875,2024-02-05,2024,2,United States,California,Amazon,35-44,Male,Accessories,Helmets,SafeRide Helmet,Apex,6,22,63.46,0.05,19.04,361.72,132,229.72,4.6,88,In Stock
ORD-00876,2025-06-15,2025,6,United Kingdom,Wales,Retail Partner,35-44,Other,Accessories,Helmets,SafeRide Helmet,Apex,9,22,60.48,0,0.0,544.32,198,346.32,4.9,88,In Stock
ORD-00877,2025-07-05,2025,7,France,Ile-de-France,Amazon,25-34,Other,Accessories,Bottles,HydroBottle,Guardian,3,5,20.07,0.2,12.04,48.17,15,33.17,3.8,76,In Stock
ORD-00878,2025-07-19,2025,7,Canada,Quebec,Company Website,35-44,Female,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,2,310,565.96,0.2,226.38,905.54,620,285.54,4.2,82,In Stock
ORD-00879,2025-10-27,2025,10,Canada,Alberta,Retail Partner,35-44,Other,Electric Bikes,Mountain E-Bike,VoltTrail X,E-Motion,1,1200,2074.86,0.05,103.74,1971.12,1200,771.12,4.8,95,In Stock
ORD-00880,2025-12-14,2025,12,Australia,New South Wales,Company Website,45-54,Male,Accessories,Bottles,HydroBottle,Guardian,7,5,19.09,0.15,20.04,113.59,35,78.59,3.7,76,In Stock
ORD-00881,2025-09-10,2025,9,Canada,Ontario,Company Website,35-44,Female,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,529.4,0.15,79.41,449.99,310,139.99,3.9,82,In Stock
ORD-00882,2024-05-29,2024,5,Canada,Quebec,Amazon,18-24,Male,Mountain Bikes,Hardtail,TrailBlazer 100,Apex,1,420,753.06,0.1,75.31,677.75,420,257.75,4.2,86,In Stock
ORD-00883,2025-06-23,2025,6,Australia,Victoria,Retail Partner,18-24,Male,Accessories,Lights,NightBeam Light Set,Apex,9,12,39.73,0,0.0,357.57,108,249.57,3.8,81,In Stock
ORD-00884,2024-06-23,2024,6,United Kingdom,Scotland,Retail Partner,55+,Female,Road Bikes,Performance Road,SpeedLine 300,Apex,3,640,1037.08,0.2,622.25,2488.99,1920,568.99,3.9,89,Low Stock
ORD-00885,2025-05-03,2025,5,France,Ile-de-France,Retail Partner,35-44,Male,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,1,310,558.2,0.2,111.64,446.56,310,136.56,4.1,82,In Stock
ORD-00886,2025-10-16,2025,10,United Kingdom,Wales,Company Website,45-54,Other,Road Bikes,Endurance Road,EnduroRide 250,Velocity,5,590,936.65,0.1,468.33,4214.92,2950,1264.92,4.2,84,In Stock
ORD-00887,2024-10-20,2024,10,United Kingdom,Scotland,Amazon,18-24,Male,Accessories,Helmets,SafeRide Helmet,Apex,5,22,60.93,0.05,15.23,289.42,110,179.42,4.5,88,Low Stock
ORD-00888,2024-09-02,2024,9,United States,Texas,Company Website,18-24,Female,Accessories,Lights,NightBeam Light Set,Apex,2,12,40.82,0,0.0,81.64,24,57.64,4.1,81,In Stock
ORD-00889,2025-11-24,2025,11,France,Provence-Alpes-Cote d'Azur,Retail Partner,45-54,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,4,640,1001.71,0.1,400.68,3606.16,2560,1046.16,4.0,89,Low Stock
ORD-00890,2025-07-01,2025,7,Australia,Victoria,Amazon,55+,Male,Road Bikes,Endurance Road,EnduroRide 250,Velocity,5,590,925.25,0.2,925.25,3701.0,2950,751.0,3.7,84,In Stock
ORD-00891,2024-06-28,2024,6,United States,New York,Amazon,35-44,Other,Road Bikes,Performance Road,SpeedLine 300,Apex,5,640,1072.75,0.05,268.19,5095.56,3200,1895.56,4.2,89,In Stock
ORD-00892,2024-09-12,2024,9,France,Ile-de-France,Retail Partner,55+,Female,Hybrid Bikes,City Hybrid,UrbanGo 200,Metro,3,310,542.5,0.1,162.75,1464.75,930,534.75,4.1,82,In Stock
ORD-00893,2024-08-10,2024,8,United Kingdom,Wales,Company Website,35-44,Female,Accessories,Helmets,SafeRide Helmet,Apex,2,22,62.9,0.1,12.58,113.22,44,69.22,4.3,88,In Stock
ORD-00894,2024-12-28,2024,12,United States,California,Amazon,18-24,Other,Hybrid Bikes,Comfort Hybrid,ComfortCruise 150,Metro,2,280,474.62,0.2,189.85,759.39,560,199.39,3.8,79,In Stock
ORD-00895,2025-06-10,2025,6,Canada,Alberta,Company Website,35-44,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1163.31,0,0.0,4653.24,3040,1613.24,4.4,91,In Stock
ORD-00896,2024-07-05,2024,7,France,Occitanie,Company Website,45-54,Male,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,4,760,1269.88,0.2,1015.9,4063.62,3040,1023.62,4.4,91,In Stock
ORD-00897,2025-01-02,2025,1,Australia,New South Wales,Amazon,25-34,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,2,760,1145.32,0.05,114.53,2176.11,1520,656.11,4.2,91,Low Stock
ORD-00898,2025-11-12,2025,11,United Kingdom,England,Company Website,45-54,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,2,900,1579.91,0.25,789.96,2369.86,1800,569.86,4.9,93,In Stock
ORD-00899,2025-02-02,2025,2,Canada,Ontario,Retail Partner,35-44,Female,Mountain Bikes,Full Suspension,RockRider Pro,Vastra,1,760,1163.29,0,0.0,1163.29,760,403.29,4.1,91,In Stock
ORD-00900,2025-09-03,2025,9,Australia,New South Wales,Company Website,25-34,Other,Electric Bikes,Commuter E-Bike,VoltRide 500,E-Motion,2,900,1479.05,0.05,147.91,2810.19,1800,1010.19,4.6,93,In Stock
